title,description,coverImage,author,isbn,publisher,year,category,location,isHighlighted,isBorrowed,createdAt,updatedAt
Praesent blandit.,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Gram Bonin,671030303-9,Ruecker Group,2003,Psychology,Shelf C3,true,false,"{""$date"":""2025-03-17T00:26:09.000Z""}","{""$date"":""2025-03-17T00:26:09.000Z""}"
Nulla ut erat id mauris vulputate elementum.,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Dosi D'Avaux,947089504-5,Paucek LLC,1996,Engineering,Shelf C1,false,true,"{""$date"":""2025-05-12T23:11:21.000Z""}","{""$date"":""2025-05-12T23:11:21.000Z""}"
Etiam justo.,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Erena Aldington,095800399-8,Smith-Hauck,2012,Business,Shelf A2,false,true,"{""$date"":""2025-05-18T23:47:14.000Z""}","{""$date"":""2025-05-18T23:47:14.000Z""}"
Etiam pretium iaculis justo.,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Kahaleel Casaccio,186111564-4,"Fritsch, Barrows and Lakin",1987,Sociology,Shelf A2,false,true,"{""$date"":""2024-10-28T19:33:02.000Z""}","{""$date"":""2024-10-28T19:33:02.000Z""}"
Duis ac nibh.,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Judon McNern,641658642-8,"Schuster, Graham and Doyle",2009,Mathematics,Shelf A3,true,true,"{""$date"":""2024-11-27T14:36:37.000Z""}","{""$date"":""2024-11-27T14:36:37.000Z""}"
Vestibulum ac est lacinia nisi venenatis tristique.,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Tabina Lenaghen,070837045-4,Daugherty Group,1998,Technology,Shelf A1,false,true,"{""$date"":""2024-11-11T22:15:46.000Z""}","{""$date"":""2024-11-11T22:15:46.000Z""}"
Nulla facilisi.,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Annamaria Winspare,376711278-7,"Heaney, Prohaska and Parker",2012,Economics,Shelf A2,false,true,"{""$date"":""2024-12-25T08:25:42.000Z""}","{""$date"":""2024-12-25T08:25:42.000Z""}"
Maecenas pulvinar lobortis est.,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Esmeralda Kinde,686174518-9,"Bogisich, Torp and Kohler",2010,Literature,Shelf C3,false,false,"{""$date"":""2024-11-02T16:44:19.000Z""}","{""$date"":""2024-11-02T16:44:19.000Z""}"
Nulla suscipit ligula in lacus.,"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Rosmunda Robelin,504597628-1,Schmeler Group,1987,Mathematics,Shelf A3,false,true,"{""$date"":""2025-07-01T11:06:51.000Z""}","{""$date"":""2025-07-01T11:06:51.000Z""}"
Donec ut dolor.,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Natala Gibben,672373494-7,Kuhn-Adams,2006,Philosophy,Shelf C1,false,true,"{""$date"":""2025-09-26T11:30:56.000Z""}","{""$date"":""2025-09-26T11:30:56.000Z""}"
Maecenas pulvinar lobortis est.,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Maris Mulrooney,787444449-3,Cronin-Ondricka,2006,Geography,Shelf C3,false,true,"{""$date"":""2024-11-09T21:40:06.000Z""}","{""$date"":""2024-11-09T21:40:06.000Z""}"
Duis mattis egestas metus.,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Jeralee Warlow,684672071-5,Wolff-Lemke,2012,Technology,Shelf C2,false,true,"{""$date"":""2024-12-12T03:23:14.000Z""}","{""$date"":""2024-12-12T03:23:14.000Z""}"
Fusce posuere felis sed lacus.,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Town Bisley,441103062-4,"Stark, Feil and Heidenreich",1959,Health,Shelf B1,false,true,"{""$date"":""2025-03-07T16:58:22.000Z""}","{""$date"":""2025-03-07T16:58:22.000Z""}"
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.","Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Batholomew Collishaw,801390236-6,Miller LLC,2004,Arts,Shelf B3,false,false,"{""$date"":""2025-09-14T21:52:34.000Z""}","{""$date"":""2025-09-14T21:52:34.000Z""}"
In quis justo.,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Vivianne Blissitt,786093547-3,O'Kon-Funk,1997,Sociology,Shelf C3,true,false,"{""$date"":""2024-12-24T18:20:20.000Z""}","{""$date"":""2024-12-24T18:20:20.000Z""}"
Aenean fermentum.,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Ana Mandal,636678618-6,"Heaney, Koelpin and Goodwin",2008,History,Shelf B3,false,false,"{""$date"":""2025-08-12T12:10:48.000Z""}","{""$date"":""2025-08-12T12:10:48.000Z""}"
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Caddric Guillem,686784113-9,Trantow-Morar,2006,Education,Shelf C2,false,true,"{""$date"":""2025-05-23T09:34:01.000Z""}","{""$date"":""2025-05-23T09:34:01.000Z""}"
Phasellus in felis.,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Fulvia Hannigane,964550762-6,Baumbach LLC,1990,Law,Shelf B3,true,true,"{""$date"":""2025-09-12T03:48:42.000Z""}","{""$date"":""2025-09-12T03:48:42.000Z""}"
Nunc purus.,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Padget Hoyes,471135355-0,Bailey-Kub,2008,Arts,Shelf B1,false,false,"{""$date"":""2025-02-07T17:12:26.000Z""}","{""$date"":""2025-02-07T17:12:26.000Z""}"
"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Vergil Gallanders,811670467-2,Wiza-Lubowitz,1988,Literature,Shelf B2,false,true,"{""$date"":""2024-11-01T08:16:29.000Z""}","{""$date"":""2024-11-01T08:16:29.000Z""}"
Nulla nisl.,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Skye Defraine,175962316-4,Stroman LLC,2000,Sociology,Shelf B3,true,true,"{""$date"":""2025-02-15T05:40:35.000Z""}","{""$date"":""2025-02-15T05:40:35.000Z""}"
Duis consequat dui nec nisi volutpat eleifend.,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Cooper Smowton,748524211-3,"Kutch, Friesen and Kunze",1995,Science,Shelf A3,true,false,"{""$date"":""2025-08-21T18:21:47.000Z""}","{""$date"":""2025-08-21T18:21:47.000Z""}"
Morbi vel lectus in quam fringilla rhoncus.,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Garrott Delong,627570241-9,Greenfelder LLC,1999,Arts,Shelf B2,false,true,"{""$date"":""2024-11-25T16:01:06.000Z""}","{""$date"":""2024-11-25T16:01:06.000Z""}"
Sed vel enim sit amet nunc viverra dapibus.,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Lesli Perton,129813222-3,Lynch and Sons,1991,Arts,Shelf C1,false,true,"{""$date"":""2025-09-25T07:11:52.000Z""}","{""$date"":""2025-09-25T07:11:52.000Z""}"
Duis bibendum.,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Jamal Pulham,937988418-4,Stoltenberg-Hudson,2002,Geography,Shelf A2,true,false,"{""$date"":""2025-03-29T19:55:59.000Z""}","{""$date"":""2025-03-29T19:55:59.000Z""}"
Vestibulum sed magna at nunc commodo placerat.,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Terrence Peyzer,566424432-1,White-Fay,1995,Psychology,Shelf B1,true,true,"{""$date"":""2024-10-24T18:41:34.000Z""}","{""$date"":""2024-10-24T18:41:34.000Z""}"
Nulla tellus.,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Monique Deboick,080633072-4,Mayert Inc,1998,Mathematics,Shelf B3,true,true,"{""$date"":""2025-05-23T20:56:47.000Z""}","{""$date"":""2025-05-23T20:56:47.000Z""}"
Integer tincidunt ante vel ipsum.,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Moises Esler,929724944-2,Upton and Sons,1985,Environment,Shelf A1,true,true,"{""$date"":""2025-07-01T22:46:51.000Z""}","{""$date"":""2025-07-01T22:46:51.000Z""}"
Ut tellus.,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Loralee McFayden,755086878-6,Rowe Group,2011,Mathematics,Shelf B2,true,false,"{""$date"":""2025-03-16T12:22:20.000Z""}","{""$date"":""2025-03-16T12:22:20.000Z""}"
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.","Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Eada Pheasey,212745052-3,Krajcik LLC,1996,Geography,Shelf C1,false,false,"{""$date"":""2025-06-01T06:08:28.000Z""}","{""$date"":""2025-06-01T06:08:28.000Z""}"
Vivamus vel nulla eget eros elementum pellentesque.,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Vikki Lodin,854688960-0,"Barton, Shanahan and Thiel",2011,Economics,Shelf B2,true,true,"{""$date"":""2025-02-03T21:42:49.000Z""}","{""$date"":""2025-02-03T21:42:49.000Z""}"
Donec ut mauris eget massa tempor convallis.,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Hilde Harwell,987045709-6,Bins Inc,2010,Literature,Shelf B3,true,false,"{""$date"":""2025-06-06T01:58:04.000Z""}","{""$date"":""2025-06-06T01:58:04.000Z""}"
Vivamus vestibulum sagittis sapien.,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Marcellus Itzkovici,525358090-5,Moore-Daniel,1986,Health,Shelf A1,false,true,"{""$date"":""2024-12-27T16:50:10.000Z""}","{""$date"":""2024-12-27T16:50:10.000Z""}"
Pellentesque viverra pede ac diam.,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Dare Spaice,779526852-8,Haag-Miller,1996,Mathematics,Shelf A2,true,false,"{""$date"":""2025-09-19T08:58:30.000Z""}","{""$date"":""2025-09-19T08:58:30.000Z""}"
In hac habitasse platea dictumst.,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Theressa Yele,562607021-4,Dibbert-Cruickshank,2008,Arts,Shelf B2,true,false,"{""$date"":""2025-07-20T15:47:40.000Z""}","{""$date"":""2025-07-20T15:47:40.000Z""}"
Donec dapibus.,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Emyle Cannon,922025859-5,Conroy and Sons,2009,Literature,Shelf B2,false,true,"{""$date"":""2025-03-20T15:38:16.000Z""}","{""$date"":""2025-03-20T15:38:16.000Z""}"
Vestibulum rutrum rutrum neque.,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Grant Fuggle,944740866-4,Bauch-Hilpert,1997,History,Shelf B1,true,false,"{""$date"":""2025-09-20T02:56:30.000Z""}","{""$date"":""2025-09-20T02:56:30.000Z""}"
Morbi a ipsum.,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Tedi Dumper,011220239-X,Zemlak Inc,1997,Economics,Shelf A2,true,false,"{""$date"":""2025-10-03T14:02:46.000Z""}","{""$date"":""2025-10-03T14:02:46.000Z""}"
